Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Week,CPI,LastCPI,Distance2
Altona,1/28 Seves St,3,h,712000,S,hockingstuart,17-09-2016,13.8,34,108.6,108.2,18
Essendon North,2/26 Renown St,3,u,712000,S,Nelson,22-08-2016,9.4,30,108.6,108.2,13.2
Glenroy,11 Valley Cr,3,h,712000,S,Eview,03-09-2016,13,32,108.6,108.2,14.5
Richmond,302/366 Church St,2,u,712000,S,Jellis,26-07-2016,2.6,26,108.2,108.4,4.1
Brooklyn,26 Stenhouse Av,3,h,712000,S,Greg,22-05-2016,10.9,17,108.2,108.4,13.7
Prahran,403/120 Greville St,2,u,712500,SP,Kay,28-05-2016,4.5,18,108.2,108.4,6.5
Altona North,11a Edward Av,3,t,713500,S,Greg,10-09-2016,11.1,33,108.6,108.2,13.6
Collingwood,10/30 Mater St,2,u,713500,S,Jellis,22-08-2016,1.6,30,108.6,108.2,4
Footscray,2/10 Swan St,3,t,714000,S,Jas,10-12-2016,6.4,46,109.4,108.6,8.6
Preston,4/1 Furzer St,3,t,714000,S,Nelson,18-06-2016,8.8,21,108.2,108.4,10.4
Airport West,7 McNamara Av,3,h,715000,S,Barry,17-09-2016,13.5,34,108.6,108.2,14.2
Airport West,1/46 Bowes Av,3,t,715000,S,Barry,27-11-2016,13.5,44,108.6,108.2,14.7
Bentleigh East,3/2 Garden Rd,2,u,715000,S,hockingstuart,27-06-2016,13.9,22,108.2,108.4,21.5
Coburg North,4 Pixel Cct,3,h,715000,SP,hockingstuart,04-03-2017,9.2,58,109.4,108.6,10
Fitzroy,101/416 Gore St,2,u,715000,S,Nelson,26-07-2016,1.6,26,108.2,108.4,3.4
Flemington,1/116 Edinburgh St,2,h,715000,SP,Nelson,08-10-2016,4.4,37,108.6,108.2,5.4
Hawthorn,10/150 Barkers Rd,2,u,715000,S,Marshall,27-11-2016,4.6,44,108.6,108.2,6.4
Heidelberg West,5 Barce Pl,4,h,715000,S,Barry,19-11-2016,9.4,43,108.6,108.2,14.3
Heidelberg West,187 Southern Rd,2,h,715000,S,Haughton,25-02-2017,9.4,57,109.4,108.6,13.8
Keilor East,8 Alwyn Ct,3,h,715000,SP,Moonee,30-07-2016,12.8,27,108.2,108.4,19.1
Maidstone,27 Dunedin St,3,h,715000,S,Burnham,03-09-2016,9.2,32,108.6,108.2,10.6
Preston,27 Olver St,2,t,715000,S,Barry,04-03-2017,8.8,58,109.4,108.6,10.7
Preston,25 Watson St,3,h,715000,S,Barry,28-05-2016,8.8,18,108.2,108.4,11.7
Reservoir,61 Southernhay St,3,h,715000,SP,hockingstuart,15-10-2016,11.2,38,108.6,108.2,12.2
Sunshine,3 Lynch St,3,h,715000,S,YPA,14-05-2016,12.6,16,108.2,108.4,13.7
Sunshine North,93 Westmoreland Rd,2,h,715000,S,Douglas,15-10-2016,13.3,38,108.6,108.2,14.4
Sunshine West,41 Armstrong St,5,h,715000,S,Douglas,28-08-2016,13.5,31,108.6,108.2,14.3
Yallambie,16 Lowan Av,3,h,715000,S,Buckingham,07-11-2016,15,41,108.6,108.2,20.5
Oak Park,14 Summit Av,4,t,715750,SP,Stockdale,16-04-2016,11.5,12,108.2,108.4,12.7
Hadfield,92 West St,2,h,715888,S,Barry,25-02-2017,12.1,57,109.4,108.6,14.2
Bentleigh East,4/738 Centre Rd,2,u,716000,S,Buxton,10-12-2016,13.9,46,109.4,108.6,22.4
Footscray,1a Leander St,2,h,716000,S,Ray,30-07-2016,6.4,27,108.2,108.4,8.8
Hadfield,14 Sutherland St,3,h,716000,S,Nelson,27-11-2016,12.1,44,108.6,108.2,15.3
Newport,5 Croker St,3,h,716000,S,Williams,16-04-2016,8.4,12,108.2,108.4,13.2
Sunshine North,23 Compton Pde,4,h,716000,S,Barry,03-09-2016,13.3,32,108.6,108.2,14.5
Camberwell,3/926 Toorak Rd,2,u,717000,SP,Noel,04-06-2016,7.8,19,108.2,108.4,10.9
Elwood,4/5 Southey Ct,2,u,717000,S,Marshall,12-06-2016,7.7,20,108.2,108.4,8.9
Preston,64 James St,3,t,717000,S,Nelson,04-06-2016,8.8,19,108.2,108.4,9.6
St Kilda,12/45 Chapel St,2,u,717000,S,Gary,27-11-2016,6.1,44,108.6,108.2,7.7
Reservoir,6 MacKenzie St,3,h,718500,S,Nelson,28-05-2016,11.2,18,108.2,108.4,14.3
Hadfield,10 Volga St,3,h,719000,S,Eview,08-10-2016,12.1,37,108.6,108.2,14.7
Airport West,54 Marshall Rd,3,h,720000,S,Barry,06-08-2016,13.5,28,108.6,108.2,15.4
Airport West,33 North St,3,h,720000,PI,Nelson,25-02-2017,13.5,57,109.4,108.6,15.9
Altona,1/123 Blyth St,2,t,720000,S,hockingstuart,04-02-2016,13.8,2,108.4,108,21.9
Altona North,1/5 Little St,3,h,720000,VB,Greg,06-08-2016,11.1,28,108.6,108.2,15.2
Altona North,1/77 Hansen St,3,u,720000,S,hockingstuart,07-05-2016,11.1,15,108.2,108.4,12.4
Altona North,2/5 Stapley Cr,4,h,720000,VB,hockingstuart,07-05-2016,11.1,15,108.2,108.4,12.6
Bentleigh East,2/34 Adrian St,3,u,720000,PI,Gary,16-07-2016,13.9,25,108.2,108.4,23.3
Braybrook,32 Hargreaves Cr,4,h,720000,S,Bells,16-07-2016,10.8,25,108.2,108.4,11.7
Coburg North,45 Shorts Rd,3,h,720000,S,Nelson,26-07-2016,9.2,26,108.2,108.4,12.6
Essendon,5/120 Roberts St,2,t,720000,VB,Brad,06-08-2016,8,28,108.6,108.2,13.7
Essendon,124c Hoffmans Rd,3,t,720000,S,Frank,15-10-2016,8,38,108.6,108.2,15.9
Fitzroy North,605/4 Bik La,2,u,720000,S,Woodards,10-12-2016,3.5,46,109.4,108.6,4.1
Glen Iris,4/15 Rix St,2,u,720000,VB,Jellis,25-02-2017,9.2,57,109.4,108.6,10.5
Hampton,3/31 Thomas St,2,u,720000,S,Buxton,03-09-2016,13.7,32,108.6,108.2,16.3
Heidelberg Heights,4 Collins St,3,h,720000,S,Barry,04-03-2017,10.5,58,109.4,108.6,14.8
Keilor East,13 Wonganella Dr,3,h,720000,SP,Brad,24-09-2016,12.8,35,108.6,108.2,16.2
Kew,10/7 College Pde,3,u,720000,S,Jellis,22-05-2016,5.6,17,108.2,108.4,7
Malvern East,2/7 Gauntlet Rd,2,t,720000,PI,Ray,07-11-2016,11.2,41,108.6,108.2,16.5
Malvern East,2/82 Brunel St,2,u,720000,S,J,08-10-2016,11.2,37,108.6,108.2,13.2
Maribyrnong,31 Allara Av,4,h,720000,S,Ray,30-07-2016,8.7,27,108.2,108.4,9
Melbourne,215/422 Collins St,2,u,720000,S,Greg,28-05-2016,2.8,18,108.2,108.4,0.7
North Melbourne,4/175 Chetwynd St,2,u,720000,S,W.B.,10-12-2016,2.3,46,109.4,108.6,1.9
Northcote,1a Reid St,2,t,720000,S,Peter,08-10-2016,5.5,37,108.6,108.2,8.6
Pascoe Vale,58 Cumberland Rd,2,h,720000,SP,hockingstuart,27-11-2016,9.9,44,108.6,108.2,10.2
Port Melbourne,7/55 Johnston St,2,u,720000,S,Buxton,07-05-2016,3.8,15,108.2,108.4,4.6
Port Melbourne,202/115 Nott St,2,u,720000,S,Chisholm,22-05-2016,3.8,17,108.2,108.4,5.3
Reservoir,36 Tambo Av,3,h,720000,SP,Ray,12-06-2016,11.2,20,108.2,108.4,15.3
Richmond,22 Buckingham St,2,h,720000,S,Biggin,06-08-2016,2.6,28,108.6,108.2,3.9
Rosanna,1/249 Lower Plenty Rd,3,h,720000,SP,hockingstuart,13-08-2016,11.4,29,108.6,108.2,16.6
Seddon,1/26 emma St,2,t,720000,SP,Greg,14-05-2016,6.6,16,108.2,108.4,7.4
Southbank,41/106 Southbank Bvd,3,u,720000,S,VICPROP,03-09-2016,1.2,32,108.6,108.2,2
Southbank,61/88 Wells St,3,u,720000,VB,VICPROP,30-07-2016,1.2,27,108.2,108.4,2.5
St Kilda,18/170 St Kilda Rd,3,u,720000,SP,Wilson,27-11-2016,6.1,44,108.6,108.2,7.3
Sunshine,88 Monash St,2,h,720000,S,Douglas,28-05-2016,12.6,18,108.2,108.4,13
Thornbury,34a Newman St,2,h,720000,PI,Love,14-05-2016,6.5,16,108.2,108.4,7.9
Yallambie,252 Yallambie Rd,3,h,720000,S,Buckingham,24-09-2016,15,35,108.6,108.2,20.1
Yallambie,5 Binalong Ct,3,h,720000,S,Barry,25-02-2017,15,57,109.4,108.6,20.2
Bellfield,2/2 Harrison St,3,h,720000,SP,McGrath,25-02-2017,9.5,57,109.4,108.6,12.3
Carlton,83 Princes St,2,h,720000,PI,hockingstuart,07-05-2016,1.8,15,108.2,108.4,3
Murrumbeena,1/178 Murrumbeena Rd,2,t,720000,S,hockingstuart,23-04-2016,12.1,13,108.2,108.4,19.9
Albion,60 Sydney St,3,h,720000,S,Sweeney,10-12-2016,13.9,46,109.4,108.6,15.1
Keilor Park,31 Swan St,3,h,720000,S,Nelson,08-10-2016,14.5,37,108.6,108.2,16.4
Glenroy,11 Caldwell St,3,h,721000,S,YPA,08-10-2016,13,37,108.6,108.2,14.7
Hadfield,72 Middle St,3,h,721000,S,Brad,12-11-2016,12.1,42,108.6,108.2,14.9
Maidstone,7 Wallace St,3,h,721000,S,Sweeney/Advantage,08-10-2016,9.2,37,108.6,108.2,9.3
Pascoe Vale,63 Cornwall Rd,3,h,721000,S,Alexkarbon,27-11-2016,9.9,44,108.6,108.2,13.3
Preston,82 Murray Rd,3,h,721000,S,Stockdale,03-12-2016,8.8,45,109.4,108.6,12.4
Yallambie,5 Amanda Ct,3,h,721000,S,Barry,28-08-2016,15,31,108.6,108.2,17.9
Bentleigh East,21 Highview Rd,2,h,722000,S,Buxton,16-04-2016,13.9,12,108.2,108.4,23
Canterbury,4/34 Rochester Rd,2,u,722000,S,Jellis,12-11-2016,9,42,108.6,108.2,11.4
Caulfield North,13/378 Dandenong Rd,2,u,722000,SP,Castran,17-09-2016,8.1,34,108.6,108.2,8.9
Glenroy,16 York St,3,h,722000,S,Stockdale,28-08-2016,13,31,108.6,108.2,13.7
Hadfield,101 Middle St,2,h,722000,S,Stockdale,13-08-2016,12.1,29,108.6,108.2,14.7
Heidelberg West,111 Ramu Pde,3,h,722000,S,Miles,25-02-2017,9.4,57,109.4,108.6,14.3
Northcote,1b Reid St,2,h,722000,SP,Peter,26-07-2016,5.5,26,108.2,108.4,8.6
Preston,13 George St,2,h,722000,S,Nelson,13-08-2016,8.8,29,108.6,108.2,9.6
South Yarra,5/38 MacFarlan St,2,u,722000,SP,Jellis,03-09-2016,3.3,32,108.6,108.2,5.1
Keilor Park,47 Victory St,3,h,722000,SP,Brad,18-06-2016,14.5,21,108.2,108.4,16.6
Caulfield,6/5 Freeman St,2,u,722500,S,Gary,03-09-2016,8.9,32,108.6,108.2,13.5
Oak Park,4 Short Av,3,h,723000,S,Barry,24-09-2016,11.5,35,108.6,108.2,12.9
Pascoe Vale,173 Cumberland Rd,4,h,723000,S,Stockdale,22-05-2016,9.9,17,108.2,108.4,12.9
Reservoir,19 Drysdale St,3,h,723000,S,Ray,03-12-2016,11.2,45,109.4,108.6,14.4
West Footscray,1/37 Hampton Pde,3,h,723000,S,Village,10-09-2016,8.2,33,108.6,108.2,10
Airport West,11 Harrington Rd,6,h,725000,SP,Barry,07-05-2016,13.5,15,108.2,108.4,16.4
Airport West,2/9 El Reno Cr,3,h,725000,PI,Ray,12-11-2016,13.5,42,108.6,108.2,14.6
Avondale Heights,15 River Dr,3,h,725000,SP,Moonee,15-10-2016,10.5,38,108.6,108.2,18.7
Bentleigh,2/15 Jasper Rd,2,u,725000,S,hockingstuart,13-08-2016,13,29,108.6,108.2,16.6
Coburg,11 Station St,3,h,725000,S,Brad,23-04-2016,7.8,13,108.2,108.4,10
Coburg North,31 Ballard Av,2,h,725000,S,Nelson,07-11-2016,9.2,41,108.6,108.2,10.3
Hadfield,42 West St,3,h,725000,S,Brad,24-09-2016,12.1,35,108.6,108.2,13.8
Hampton East,2/55 Lonsdale Av,2,u,725000,S,J,13-08-2016,14.5,29,108.6,108.2,16.2
Heidelberg Heights,16 Eden St,3,h,725000,SP,Barry,10-12-2016,10.5,46,109.4,108.6,16.4
Heidelberg Heights,7 Flinders St,2,h,725000,S,Haughton,10-12-2016,10.5,46,109.4,108.6,17.7
Heidelberg Heights,68 Bamfield Rd,3,h,725000,S,Haughton,19-11-2016,10.5,43,108.6,108.2,14.7
Heidelberg West,22 Kokoda St,2,h,725000,S,Haughton,27-11-2016,9.4,44,108.6,108.2,17.1
Keilor East,154 Milleara Rd,3,h,725000,S,Nelson,04-06-2016,12.8,19,108.2,108.4,16.8
Kew,102/75 Princess St,2,u,725000,PI,RT,13-08-2016,5.6,29,108.6,108.2,9
Maidstone,29 Rosamond Rd,3,h,725000,SP,Biggin,07-11-2016,9.2,41,108.6,108.2,9.1
Maribyrnong,26 Waterford Av,3,t,725000,S,Biggin,27-11-2016,8.7,44,108.6,108.2,11.7
Mont Albert,53/781 Whitehorse Rd,2,u,725000,VB,Jellis,19-11-2016,11.8,43,108.6,108.2,19.5
Moorabbin,13 Franklin St,3,h,725000,PI,Ray,22-05-2016,14.6,17,108.2,108.4,18.7
Port Melbourne,212/50 Dow St,2,u,725000,VB,Cayzer,04-06-2016,3.8,19,108.2,108.4,5
Reservoir,107 Broadhurst Av,3,h,725000,S,RW,03-12-2016,11.2,45,109.4,108.6,14.4
Rosanna,1/241 Lower Plenty Rd,2,h,725000,S,Buckingham,14-05-2016,11.4,16,108.2,108.4,16.5
Sunshine,3 Colin St,3,h,725000,SP,Melbourne,07-11-2016,12.6,41,108.6,108.2,12.9
Sunshine North,16 Ball St,3,h,725000,S,GL,15-10-2016,13.3,38,108.6,108.2,14.4
Templestowe Lower,2/27 Ruffey St,3,u,725000,S,Barry,18-06-2016,13.8,21,108.2,108.4,17.4
Templestowe Lower,26/246 High St,3,u,725000,SP,Ray,24-09-2016,13.8,35,108.6,108.2,16.5
Watsonia,2 Thompson St,3,h,725000,S,Buckingham,12-11-2016,14.9,42,108.6,108.2,20.5
Yarraville,443 Geelong Rd,3,h,725000,S,Sweeney,24-09-2016,7,35,108.6,108.2,10.1
Cremorne,5 Gough Pl,2,h,725000,S,Jellis,04-06-2016,2.5,19,108.2,108.4,4.6
Maidstone,3 Ringtail Cct,3,h,725500,SP,Biggin,22-08-2016,9.2,30,108.6,108.2,9.5
Moonee Ponds,1/132 Pascoe Vale Rd,4,t,726000,S,Nelson,22-05-2016,6.9,17,108.2,108.4,7.1
Newport,132a Market St,3,t,726000,S,Jas,25-02-2017,8.4,57,109.4,108.6,13.2
North Melbourne,2/63 Brougham St,2,u,726000,S,Jellis,04-03-2017,2.3,58,109.4,108.6,3.9
Aberfeldie,1 Chisholm St,3,u,726000,S,Barry,24-09-2016,9.1,35,108.6,108.2,9.5
Glenroy,4 Glenroy Rd,2,h,726335,S,Eview,27-11-2016,13,44,108.6,108.2,14.5
Kew,205/56 Harp Rd,2,u,727500,S,Fletchers,26-07-2016,5.6,26,108.2,108.4,10.1
Oak Park,19 Valdoone Ct,3,h,727500,S,Brad,13-08-2016,11.5,29,108.6,108.2,13.1
Maidstone,1/27 Baird St,3,t,728000,S,Sweeney,15-10-2016,9.2,38,108.6,108.2,10.5
Watsonia,2/21 Meagher St,2,h,728000,S,Barry,24-09-2016,14.9,35,108.6,108.2,20.5
Altona North,2 Gadsden St,3,h,728500,S,Jas,22-08-2016,11.1,30,108.6,108.2,14.3
Camberwell,4/2 Callanish Rd,2,u,729000,S,Noel,03-12-2016,7.8,45,109.4,108.6,13.9
Airport West,50 Bedford St,3,h,730000,VB,Nelson,03-12-2016,13.5,45,109.4,108.6,16.7
Altona,4/57 Blyth St,3,u,730000,SP,Barlow,13-08-2016,13.8,29,108.6,108.2,18.9
Altona,1/57 Blyth St,3,u,730000,SP,Barlow,16-04-2016,13.8,12,108.2,108.4,18.9
Altona,5/57 Blyth St,3,u,730000,SP,Barlow,28-05-2016,13.8,18,108.2,108.4,18.9
Avondale Heights,23 River Dr,3,t,730000,VB,Barry,22-08-2016,10.5,30,108.6,108.2,18.7
Avondale Heights,19 Clarendon St,3,h,730000,S,Jas,25-02-2017,10.5,57,109.4,108.6,12
Avondale Heights,14 Laura Gr,3,h,730000,S,Moonee,28-08-2016,10.5,31,108.6,108.2,11.7
Balwyn,3/12 Brenbeal St,2,u,730000,S,hockingstuart,28-08-2016,9.7,31,108.6,108.2,15.9
Clifton Hill,1 John St,2,h,730000,S,Nelson,22-05-2016,3.4,17,108.2,108.4,5.2
Elwood,6/115 Brighton Rd,2,u,730000,S,Chisholm,27-11-2016,7.7,44,108.6,108.2,8.4
Fairfield,3/18 Gillies St,2,u,730000,S,Jellis,11-02-2017,5.8,55,109.4,108.6,7.8
Flemington,59 Victoria St,2,h,730000,SP,Nelson,10-09-2016,4.4,33,108.6,108.2,4.6
Glenroy,137 Glenroy Rd,2,h,730000,S,Barry,10-12-2016,13,46,109.4,108.6,14
Hadfield,27 Middle St,3,h,730000,S,Barry,10-12-2016,12.1,46,109.4,108.6,13.2
Hampton,9/11 Railway Cr,2,u,730000,VB,hockingstuart,14-05-2016,13.7,16,108.2,108.4,16.3
Kensington,15 Cakebread Mw,2,t,730000,S,Nelson,25-02-2017,4.2,57,109.4,108.6,6.7
Kew,2/37 Atkins St,2,u,730000,S,Marshall,27-11-2016,5.6,44,108.6,108.2,8.9
Kew,157 Wiltshire Dr,3,t,730000,SP,RT,27-11-2016,5.6,44,108.6,108.2,8.8
Maribyrnong,5 Kallara Gr,3,t,730000,S,Nelson,07-11-2016,8.7,41,108.6,108.2,8.9
Moonee Ponds,1/16 Capulet St,2,u,730000,SP,Woodards,28-05-2016,6.9,18,108.2,108.4,9.5
Pascoe Vale,157 Cumberland Rd,4,h,730000,VB,Brad,10-09-2016,9.9,33,108.6,108.2,12.8
Pascoe Vale,10 Dromana Av,3,h,730000,PI,Brad,27-11-2016,9.9,44,108.6,108.2,11.8
Port Melbourne,205/50 Dow St,2,u,730000,VB,MICM,12-11-2016,3.8,42,108.6,108.2,5
Port Melbourne,7/174 Esplanade Pl,2,u,730000,SP,RT,16-04-2016,3.8,12,108.2,108.4,3.8
Port Melbourne,7/174 Esplanade East,2,u,730000,SP,RT,16-04-2016,3.8,12,108.2,108.4,4.7
Reservoir,28 Gloucester St,3,h,730000,S,Nelson,07-05-2016,11.2,15,108.2,108.4,12.4
Reservoir,129 McFadzean Av,3,h,730000,S,Ray,17-09-2016,11.2,34,108.6,108.2,27
Reservoir,24 Ludeman Ct,4,h,730000,PI,Barry,19-11-2016,11.2,43,108.6,108.2,28.4
Reservoir,39 Shand Rd,2,h,730000,VB,Ray,28-08-2016,11.2,31,108.6,108.2,15.1
Rosanna,1/88 Grandview Gr,4,u,730000,VB,Miles,18-06-2016,11.4,21,108.2,108.4,14.7
St Kilda,5/12 St Leonards Av,2,u,730000,VB,Wilson,11-02-2017,6.1,55,109.4,108.6,7.4
Viewbank,14 Rosemary Ct,4,h,730000,PI,Miles,04-06-2016,13.8,19,108.2,108.4,18.9
Essendon West,4/426 Buckley St,3,t,730000,VB,Nelson,18-06-2016,9.8,21,108.2,108.4,13.3
Kingsville,52a Williamstown Rd,2,h,730000,S,Village,12-11-2016,7.8,42,108.6,108.2,8
Albion,14 Delmont St,3,h,730000,S,hockingstuart,04-03-2017,13.9,58,109.4,108.6,15.9
Albion,12 Wyalong St,2,h,730000,S,Bells,04-03-2017,13.9,58,109.4,108.6,15.5
Pascoe Vale,24 Alexandra St,3,h,731000,S,Brad,04-06-2016,9.9,19,108.2,108.4,13.8
Reservoir,30 Ashton St,3,h,731000,S,Barry,03-12-2016,11.2,45,109.4,108.6,14.1
Yallambie,4 Melliodora Pl,3,h,731000,S,hockingstuart,18-06-2016,15,21,108.2,108.4,20.4
Armadale,7/501 Orrong Rd,3,u,732000,S,Gary,18-06-2016,6.3,21,108.2,108.4,8.9
Keilor East,23 Viewbank Dr,4,h,732000,S,Nelson,28-08-2016,12.8,31,108.6,108.2,17.8
Kensington,38 Rourke La,2,h,732000,SP,Nelson,18-06-2016,4.2,21,108.2,108.4,6.7
Kew,5/93 Princess St,3,t,732000,S,Nelson,26-07-2016,5.6,26,108.2,108.4,8.9
Essendon,2/57 Lincoln Rd,2,h,732500,S,Nelson,15-10-2016,8,38,108.6,108.2,10.7
Melbourne,507/325 Collins St,2,u,733000,S,MICM,24-09-2016,2.8,35,108.6,108.2,0.4
Parkville,11/2 MacArthur Rd,2,u,734600,SP,Woodards,22-08-2016,2.6,30,108.6,108.2,2.8
Armadale,9/19 Mercer Rd,3,u,735000,PI,Marshall,07-05-2016,6.3,15,108.2,108.4,11.3
Balwyn North,3/52 Maud St,2,u,735000,S,Christopher,23-04-2016,9.2,13,108.2,108.4,12.6
Brunswick West,1/464 Victoria St,2,t,735000,S,Jellis,24-09-2016,5.9,35,108.6,108.2,6.5
Coburg,6 Shackell St,2,h,735000,SP,Nelson,06-08-2016,7.8,28,108.6,108.2,10.1
Coburg North,53 Ronald St,3,h,735000,SP,Barry,04-03-2017,9.2,58,109.4,108.6,10.4
Coburg North,199 Elizabeth St,4,h,735000,SP,Nelson,07-11-2016,9.2,41,108.6,108.2,10.3
Doncaster,1/21 Nola St,3,u,735000,S,Ray,26-07-2016,13.9,26,108.2,108.4,16.5
Footscray,39 Warleigh Rd,3,t,735000,S,Jas,27-06-2016,6.4,22,108.2,108.4,8.6
Heidelberg West,11 Wewak Pde,2,h,735000,SP,Miles,03-12-2016,9.4,45,109.4,108.6,17.1
Keilor East,24 Yallop Ct,4,h,735000,SP,Nelson,24-09-2016,12.8,35,108.6,108.2,17.7
Malvern East,3/1 Wilton Vale Cr,2,u,735000,S,Fletchers/Fletchers,11-02-2017,11.2,55,109.4,108.6,12.6
Newport,2/29 Maddox Rd,3,t,735000,S,Williams,16-04-2016,8.4,12,108.2,108.4,13.5
Port Melbourne,3/1 Seisman Pl,2,u,735000,S,Chisholm,27-11-2016,3.8,44,108.6,108.2,4.2
Prahran,5/2 Karbarook Av,2,u,735000,PI,hockingstuart,12-11-2016,4.5,42,108.6,108.2,9.1
Preston,1 George St,3,h,735000,S,hockingstuart,08-10-2016,8.8,37,108.6,108.2,9.5
Sunshine,17 Barnard Ct,3,h,735000,S,Sweeney,04-03-2017,12.6,58,109.4,108.6,12.8
Sunshine,20 Servante St,3,h,735000,PI,hockingstuart,15-10-2016,12.6,38,108.6,108.2,13
Sunshine,13 Union St,3,h,735000,S,Bells,15-10-2016,12.6,38,108.6,108.2,12.4
Sunshine North,6 Gresford St,4,h,735000,S,Douglas,16-04-2016,13.3,12,108.2,108.4,14.2
Carlton,46/121 Rathdowne St,3,u,735000,SP,Woodards,03-12-2016,1.8,45,109.4,108.6,1.7
Hawthorn East,16/36 Anderson Rd,3,u,735000,S,Noel,16-04-2016,7.5,12,108.2,108.4,10.5
Canterbury,6/124 Canterbury Rd,2,u,736000,S,Marshall,27-06-2016,9,22,108.2,108.4,10.7
Doncaster,1/10 Morrison Cr,3,h,736000,S,hockingstuart,08-10-2016,13.9,37,108.6,108.2,17.6
Essendon,1/15 Gilbertson St,2,u,736000,S,Nelson,23-04-2016,8,13,108.2,108.4,13.8
Footscray,2 Jerrold St,2,h,736000,S,hockingstuart,07-05-2016,6.4,15,108.2,108.4,8
Sunshine North,18 Simpson St,4,h,736000,S,Barry,12-11-2016,13.3,42,108.6,108.2,14
Surrey Hills,18/20 Florence Rd,3,u,736000,S,Barry,07-05-2016,11.2,15,108.2,108.4,16.8
Templestowe Lower,19/246 High St,3,t,736500,S,Jellis,04-06-2016,13.8,19,108.2,108.4,16.5
Box Hill,1/10 Kangerong Rd,2,u,737000,S,hockingstuart,26-07-2016,13.1,26,108.2,108.4,22.3
Brighton,5/22 Well St,2,u,737000,S,Nick,22-05-2016,11.2,17,108.2,108.4,13.5
Brunswick West,23/80 Hopetoun Av,3,u,737000,S,Nelson,25-02-2017,5.9,57,109.4,108.6,7.9
Carnegie,2/94 Truganini Rd,2,u,737000,S,Woodards,27-06-2016,11.4,22,108.2,108.4,15.2
Glenroy,1 Gordon Ct,3,h,737000,S,Stockdale,08-10-2016,13,37,108.6,108.2,14.7
Reservoir,20 Rodman St,3,h,737000,S,Barry,28-05-2016,11.2,18,108.2,108.4,14.5
Bentleigh East,2/61 Lahona Av,2,u,737500,S,Woodards,04-03-2017,13.9,58,109.4,108.6,23.5
Bentleigh,3/18 North Av,2,u,738000,SP,Woodards,27-06-2016,13,22,108.2,108.4,16.3
Hampton,3/56 Beach Rd,2,u,738000,S,Buxton,26-07-2016,13.7,26,108.2,108.4,16.5
Pascoe Vale,2 Donnelly Ct,3,h,738000,SP,Brad,07-05-2016,9.9,15,108.2,108.4,14
Reservoir,1 Grimwade St,3,h,738000,S,Nelson,03-09-2016,11.2,32,108.6,108.2,14.3
Ivanhoe,5/52 Locksley Rd,2,u,739000,S,Miles,07-05-2016,7.9,15,108.2,108.4,10.9
Altona,219 Civic Pde,3,h,740000,S,Greg,28-08-2016,13.8,31,108.6,108.2,19.3
Avondale Heights,57 North Rd,3,h,740000,SP,Moonee,28-08-2016,10.5,31,108.6,108.2,18.6
Bentleigh,12 Werona St,3,t,740000,PI,Woodards,19-11-2016,13,43,108.6,108.2,16.6
Bentleigh East,6/12 Neville St,3,u,740000,PI,Hodges,04-03-2017,13.9,58,109.4,108.6,23.3
Braybrook,81 Churchill Av,3,h,740000,S,Sweeney,10-09-2016,10.8,33,108.6,108.2,11.9
Brunswick,30 Lobb St,3,h,740000,PI,Nelson,28-05-2016,5.2,18,108.2,108.4,5.5
Coburg,3/58 Moore St,3,t,740000,VB,Nelson,08-10-2016,7.8,37,108.6,108.2,7.4
Essendon,1/35 William St,2,u,740000,S,Nelson,24-09-2016,8,35,108.6,108.2,13.7
Footscray,65 Hyde St,3,h,740000,SP,Jas,25-02-2017,6.4,57,109.4,108.6,6.5
Footscray,32 Hewitt Av,3,t,740000,VB,Jas,28-05-2016,6.4,18,108.2,108.4,8.5
Gowanbrae,8 Perth Ct,4,h,740000,SP,Nelson,27-06-2016,13.6,22,108.2,108.4,17.9
Hadfield,40 Angus St,3,h,740000,S,Barry,12-11-2016,12.1,42,108.6,108.2,15.2
Heidelberg West,15 Derna St,3,h,740000,S,Barry,07-11-2016,9.4,41,108.6,108.2,13.2
Kealba,23 McShane Dr,4,h,740000,SP,Barry,03-12-2016,15,45,109.4,108.6,22
Keilor East,1 Harley Ct,3,h,740000,S,Nelson,15-10-2016,12.8,38,108.6,108.2,17.5
Maidstone,40 Howard St,3,h,740000,S,Sweeney,25-02-2017,9.2,57,109.4,108.6,9.2
Malvern,8/6 Irving St,2,u,740000,S,Marshall,25-02-2017,7.4,57,109.4,108.6,13.4
Newport,1 Durkin St,2,h,740000,S,RT,16-04-2016,8.4,12,108.2,108.4,12.6
Niddrie,20 George St,3,t,740000,VB,Nelson,28-05-2016,11.2,18,108.2,108.4,15.6
South Yarra,7/31 Kensington Rd,3,u,740000,S,Biggin,15-10-2016,3.3,38,108.6,108.2,6.9
Southbank,7/100 Wells St,3,u,740000,VB,Greg,16-07-2016,1.2,25,108.2,108.4,2.6
Thornbury,296 Gooch St,2,h,740000,S,Harcourts,14-05-2016,6.5,16,108.2,108.4,10.3
Watsonia,7 French Ct,3,h,740000,S,Buckingham,10-09-2016,14.9,33,108.6,108.2,20.2
Yarraville,112 Francis St,2,h,740000,S,Village,25-02-2017,7,57,109.4,108.6,8.6
East Melbourne,37/22 Agnes St,2,u,740000,SP,Woodards,08-10-2016,1.5,37,108.6,108.2,2.4
